[(10, u'heartpoor')
(10, u'1ki2243')
(10, u'lifepreserving')
(10, u'dandled')
(10, u'unreasonably')
(10, u'1chr1714')
(10, u'conveying')
(10, u'termless')
(10, u'forgone')
(10, u'falseboding')
(10, u'ordinant')
(10, u'haruphite')
(10, u'heartbreak')
(10, u'2sm1517')
(10, u'1sm244')
(10, u'appropriation')
(10, u'consulteth')
(10, u'1pet413')
(10, u'kinglycrowned')
(10, u'2chr19')
(10, u'buttering')
(10, u'abidah')
(10, u'intendest')
(10, u'muscles')
(10, u'stealers')
(10, u'dumbshows')
(10, u'pyramid')
(10, u'spelt')
(10, u"cut's")
(10, u'2chr1515')
(10, u'2chr1911')
(10, u'2cor1121')
(10, u'overto')
(10, u'2chr3412')
(10, u'2chr931')
(10, u'1sm2326')
(10, u'1chr103')
(10, u'1ki87')
(10, u'disheartens')
(10, u'canvasclimber')
(10, u'1sm2414')
(10, u'1chr110')
(10, u"yorick's")
(10, u"strongbarr'd")
(10, u'mermaidlike')
(10, u'livervein')
(10, u'bragged')
(10, u'1ki2111')
(10, u'tenors')
(10, u'epaenetus')
(10, u"liken'd")
(10, u'1sm3031')
(10, u"titinius'")
(10, u'2ki1034')
(10, u'1chr2528')
(10, u'soldat')
(10, u'1ki198')
(10, u'myrtles')
(10, u'1tim616')
(10, u'1ki2227')
(10, u'2cor712')
(10, u'2ki1737')
(10, u'fooleries')
(10, u'hames')
(10, u'1ki54')
(10, u'taciturnity')
(10, u'conventicles')
(10, u'rancours')
(10, u'unhorse')
(10, u'dogfish')
(10, u'angering')
(10, u'delusions')
(10, u'deceivableness')
(10, u'balah')
(10, u'roastmeat')
(10, u'lxxxvii')
(10, u'bosko')
(10, u'1sm2216')
(10, u'beautied')
(10, u'egal')
(10, u'flapdragoned')
(10, u'glovehow')
(10, u"maidservant's")
(10, u'gutter')
(10, u'lakum')
(10, u'ostents')
(10, u'alldisgraced')
(10, u'1sm65')
(10, u"cozenageis't")
(10, u'heartsorrow')
(10, u"'on")
(10, u'gizonite')
(10, u'1chr1114')
(10, u'chilmad')
(10, u'warthoughts')
(10, u'droit')
(10, u'coude')
(10, u"gloucester'")
(10, u'joinings')
(10, u'extincture')
(10, u'apparentbut')
(10, u'maculation')
(10, u'tabours')
(10, u'1cor64')
(10, u"o'erreaches")
(10, u'2cor617')
(10, u'imperfectly')
(10, u'gaging')
(10, u'dismaldreaming')
(10, u'salter')
(10, u'2sm1337')
(10, u'cxxv')
(10, u"lettersdamn'd")
(10, u"unlick'd")
(10, u'hurtling')
(10, u'implorators')
(10, u'2chr1821')
(10, u'firerobed')
(10, u'shiphtan')
(10, u'stamping')
(10, u'dishearten')
(10, u'1sm1451')
(10, u'ruffling')
(10, u'cavekeeping')
(10, u'lxviii')
(10, u'revania')
(10, u"nature'")
(10, u'thwartings')
(10, u'perturbations')
(10, u'nightoblations')
(10, u"struck'st")
(10, u'1chr32')
(10, u'misleading')
(10, u'mouthmade')
(10, u'1sm14')
(10, u'holdinganchor')
(10, u'2jn111')
(10, u"fluster'd")
(10, u"sweetseason'd")
(10, u'shepho')
(10, u"cheek's")
(10, u'1tim515')
(10, u'defunctive')
(10, u'blacknay')
(10, u'dressers')
(10, u"lading's")
(10, u'wrecks')
(10, u'1sm3026')
(10, u'linseywoolsey')
(10, u"receive't")
(10, u'1ki738')
(10, u"nail'd")
(10, u'unbookish')
(10, u'sugarcandy')
(10, u'deepsweet')
(10, u'1ki2234')
(10, u'cuttle')
(10, u'rejecteth')
(10, u"grumio's")
(10, u'procreants')
(10, u'inhibition')
(10, u'1chr257')
(10, u'1sm1521')
(10, u'inspirations')
(10, u'undeservers')
(10, u'1chr918')
(10, u'trier')
(10, u'1ki1136')
(10, u'deepwounded')
(10, u'libels')
(10, u'gaul')
(10, u'1sm1437')
(10, u'chanson')
(10, u"fortunateunhappy'")
(10, u'1sm1914')
(10, u'purgers')
(10, u'soldierbreeder')
(10, u"folly's")
(10, u'dishabited')
(10, u'pumpion')
(10, u'deeprevolving')
(10, u'richbuilt')
(10, u"growth's")
(10, u'hamulites')
(10, u'buckwashing')
(10, u'clippeth')
(10, u'1sm76')
(10, u'cunnings')
(10, u'heirless')
(10, u'aroerite')
(10, u'2ki1724')
(10, u'2ki177')
(10, u"knight'every")
(10, u"debarr'd")
(10, u'footland')
(10, u'2sm137')
(10, u'sacrificial')
(10, u'styga')
(10, u"deepsearch'd")
(10, u'maarath')
(10, u'abiasaph')
(10, u'arodites')
(10, u'enchanters')
(10, u'overmatching')
(10, u'1sm103')
(10, u'approvers')
(10, u'unrough')
(10, u'bible')
(10, u'obidicut')
(10, u'sweno')
(10, u'startled')
(10, u'weringly')
(10, u'2sm1324')
(10, u'unfurnish')
(10, u'moistened')
(10, u'overmounting')
(10, u'thamah')
(10, u'2sm13')
(10, u'piedness')
(10, u'2pet35')
(10, u'adorest')
(10, u'nightbrawler')
(10, u'donemust')
(10, u'enquirest')
(10, u"untimber'd")
(10, u'tissue')
(10, u'1sm297')
(10, u'quintain')
(10, u'petrucio')
(10, u'1chr165')
(10, u'1chr21')
(10, u'2ki2516')
(10, u'sixgated')
(10, u'blastments')
(10, u'hungerbitten')
(10, u'engilds')
(10, u'cuckoobirds')
(10, u'disannulleth')
(10, u'hoarsely')
(10, u'2chr3027')
(10, u'unlade')
(10, u'anim')
(10, u'practices')
(10, u"'sweet")
(10, u'cincture')
(10, u'assailant')
(10, u'1chr1622')
(10, u'selfoffences')
(10, u'pastcure')
(10, u'presagers')
(10, u'snarl')
(10, u'lotheth')
(10, u'2sm2310')
(10, u'wolseyhere')
(10, u'whiterose')
(10, u'sealike')
(10, u'2tim16')
(10, u'gobetween')
(10, u'opener')
(10, u'2sm155')
(10, u'eightpenny')
(10, u'bethhogla')
(10, u'anticipation')
(10, u'2sm75')
(10, u'perspicuous')
(10, u"d'anglois")
(10, u'processserver')
(10, u'scalded')
(10, u'deum')
(10, u'pithy')
(10, u'mathusala')
(10, u'simri')
(10, u"bemoan'd")
(10, u'deems')
(10, u'precurse')
(10, u'affirmatives')
(10, u'knowas')
(10, u'minutejacks')
(10, u'shihor')
(10, u'2sm1412')
(10, u'aheight')
(10, u'pilates')
(10, u'2chr139')
(10, u'drayman')
(10, u'1sm1424')
(10, u'tous')
(10, u'bowler')
(10, u'rim')
(10, u'victress')
(10, u'tarsusthink')
(10, u"ransom'd")
(10, u'1cor144')
(10, u'unshunned')
(10, u'homo')
(10, u'trumpettongued')
(10, u'annals')
(10, u'disastrous')
(10, u'outlawry')
(10, u"againpull't")
(10, u'powerfully')
(10, u'hagerite')
(10, u'cloudeclipsed')
(10, u'hoodmanblind')
(10, u'1pet49')
(10, u'2sm2215')
(10, u'giantdwarf')
(10, u'1chr2317')
(10, u'villiago')
(10, u"wanton's")
(10, u'novel')
(10, u'lingereth')
(10, u'hilen')
(10, u'sarepta')
(10, u'1ki110')
(10, u'flora')
(10, u'humbledst')
(10, u'1ki1910')
(10, u'cor')
(10, u"aer'")
(10, u'fiercely')
(10, u'coronal')
(10, u'rei')
(10, u'2chr37')
(10, u'unheedy')
(10, u'2chr2518')
(10, u'stripping')
(10, u'attalia')
(10, u'unroot')
(10, u'genitivo')
(10, u"insurrection's")
(10, u'pomewater')
(10, u"cradle's")
(10, u'baboons')
(10, u'faring')
(10, u'defunction')
(10, u'1chr54')
(10, u'1pet23')
(10, u'salved')
(10, u'pluckt')
(10, u'1sm510')
(10, u'peise')
(10, u'trumpetclangor')
(10, u'1chr262')
(10, u'ramath')
(10, u'witting')
(10, u'departest')
(10, u'unlaced')
(10, u'skyplanted')
(10, u'1ki918')
(10, u'1tim119')
(10, u'1ki712')
(10, u'windinstruments')
(10, u'cornuto')
(10, u'1sm716')
(10, u'handlest')
(10, u'2sm1522')
(10, u'supposest')
(10, u'pearly')
(10, u'breakings')
(10, u'purloining')
(10, u'potsherds')
(10, u'topsyturvy')
(10, u'perfidioushe')
(10, u'ahimoth')
(10, u'groundlings')
(10, u'1tim62')
(10, u'1cor28')
(10, u'fathomline')
(10, u"treasure's")
(10, u'absyrtus')
(10, u'1sm2519')
(10, u'2pet212')
(10, u'2sm1427')
(10, u'vulgars')
(10, u"shower'd")
(10, u'forfeitures')
(10, u'savoy')
(10, u'gathers')
(10, u'catechising')
(10, u'necessarily')
(10, u'1chr1240')
(10, u'nemesis')
(10, u'doubteth')
(10, u'hachmoni')
(10, u'1cor1212')
(10, u"harp'")
(10, u'gaddest')
(10, u'ampthill')
(10, u'2tim112')
(10, u'licketh')
(10, u'weddingdower')
(10, u'1sm169')
(10, u'branched')
(10, u'snapperup')
(10, u'1ki622')
(10, u'asiel')
(10, u'bassviol')
(10, u'headbands')
(10, u'1sm811')
(10, u'quarreller')
(10, u'outstrike')
(10, u'1ki107')
(10, u'strowed')
(10, u'truedisposing')
(10, u'interdict')
(10, u'unfamed')
(10, u'1chr921')
(10, u'1cor108')
(10, u'decension')
(10, u'ungentleness')
(10, u'breastdeep')
(10, u'cxxxiii')
(10, u'presentabsent')
(10, u'disquietly')
(10, u'xlix')
(10, u'yearned')
(10, u'1chr837')
(10, u"moor's")
(10, u'ransoming')
(10, u'startingly')
(10, u'2pet317')
(10, u"solicit'st")
(10, u'splinters')
(10, u'breakvow')
(10, u'tebah')
(10, u'2chr82')
(10, u'1ki833')
(10, u'seniorjunior')
(10, u'2cor213')
(10, u'2chr2011')
(10, u'2sm191')
(10, u'1cor1111')
(10, u'2chr711')
(10, u"gonzalo's")
(10, u'hefts')
(10, u'approachers')
(10, u'combated')
(10, u'2chr3218')
(10, u"faultreveal'd")
(10, u'ofboils')
(10, u'babylonish')
(10, u'netherlands')
(10, u'associates')
(10, u'guestjustice')
(10, u"unfill'd")
(10, u'villagecock')
(10, u'fallowdeer')
(10, u'1ki1118')
(10, u'clerklike')
(10, u'uninhabitable')
(10, u'1chr2212')
(10, u'trampled')
(10, u'shiver')
(10, u'lobbies')
(10, u'1cor210')
(10, u'cretians')
(10, u'allthing')
(10, u'1cor1021')
(10, u'1chr2418')
(10, u'1chr2627')
(10, u'halfpennyworth')
(10, u"adjourn'd")
(10, u'2pet111')
(10, u'2ki717')
(10, u'barachias')
(10, u'nezib')
(10, u'fiftyfive')
(10, u'illness')
(10, u'2ki159')
(10, u'nightshriek')
(10, u"disclaim'd")
(10, u'propension')
(10, u'kickshaws')
(10, u'harmonious')
(10, u'decimation')
(10, u'youhow')
(10, u"trench'd")
(10, u'workinghouse')
(10, u'drybeaten')
(10, u'2sm1113')
(10, u'roping')
(10, u'lacies')
(10, u'2sm1816')
(10, u'vophsi')
(10, u'ribbreaking')
(10, u'eyest')
(10, u'2sm39')
(10, u'inequality')
(10, u'lig')
(10, u'mineand')
(10, u'unsuiting')
(10, u'crystalbutton')
(10, u"advocate's")
(10, u'bridalday')
(10, u'immoderate')
(10, u'1tim410')
(10, u'goodmorrows')
(10, u'1chr2924')
(10, u'honeytongued')
(10, u'2chr3621')
(10, u"loyal'st")
(10, u'satirical')
(10, u'rabbitsucker')
(10, u'ensconcing')
(10, u'1ki69')
(10, u'1cor315')
(10, u'vehemence')
(10, u'eyasmusket')
(10, u'fairylike')
(10, u'ingrafted')
(10, u'1chr936')
(10, u'actively')
(10, u'plena')
(10, u'ibneiah')
(10, u'japhleti')
(10, u"nuthook's")
(10, u'giah')
(10, u'1sm2029')
(10, u'bethtappuah')
(10, u'prickles')
(10, u'walloon')
(10, u"never's")
(10, u'2pet13')
(10, u'jockey')
(10, u'1sm1446')
(10, u'2ki2219')
(10, u'poke')
(10, u'diluculo')
(10, u'bested')
(10, u'loudly')
(10, u"o'ermount")
(10, u'overpay')
(10, u"est'")
(10, u'caparisons')
(10, u'notthough')
(10, u'entranced')
(10, u'pold')
(10, u"eli's")
(10, u'1chr1129')
(10, u'cx')
(10, u'calfsskin')
(10, u'gillian')
(10, u'overdrive')
(10, u'layedst')
(10, u'2th17')
(10, u'1chr1811')
(10, u'joshaphat')
(10, u'overjoy')
(10, u'enriches')
(10, u"swartcomplexion'd")
(10, u'1th510')
(10, u'2sm1728')
(10, u'spaces')
(10, u'1ki1323')
(10, u'contemns')
(10, u'consultation')
(10, u'characts')
(10, u'rankscented')
(10, u'crag')
(10, u'mesh')
(10, u'treasonable')
(10, u'2cor29')
(10, u'versal')
(10, u'bursts')
(10, u'1chr433')
(10, u'gummed')
(10, u'1chr2111')
(10, u"adieu'")
(10, u'joezer')
(10, u'1sm2533')
(10, u'outlandish')
(10, u'penker')
(10, u'ornot')
(10, u'containeth')
(10, u'cutthroats')
(10, u'northeast')
(10, u'waywarder')
(10, u'1th14')
(10, u"onhere's")
(10, u'warped')
(10, u'1pet211')
(10, u'1sm136')
(10, u'1ki1815')
(10, u'kirharaseth')
(10, u'indict')
(10, u'delighting')
(10, u'valleyfountain')
(10, u'absey')
(10, u'overname')
(10, u"preemploy'd")
(10, u'hilloa')
(10, u'squiny')
(10, u'gimmal')
(10, u'hisperia')
(10, u'thongs')
(10, u'glassfaced')
(10, u'unserviceable')
(10, u'1pet16')
(10, u'livesuch')
(10, u'squabble')
(10, u"dinah's")
(10, u"lands'")
(10, u'herblets')
(10, u'crestless')
(10, u'newdyed')
(10, u"even'd")
(10, u"roselipp'd")
(10, u'bestead')
(10, u'prosperities')
(10, u"musician's")
(10, u'consigning')
(10, u'egress')
(10, u'2chr816')
(10, u'fritters')
(10, u'midianite')
(10, u'priscian')
(10, u'timeunhappy')
(10, u'swarthy')
(10, u"comfort's")
(10, u'shage')
(10, u'verb')
(10, u'2pet26')
(10, u'pallabris')
(10, u'chislon')
(10, u'2chr625')
(10, u"confessor's")
(10, u'betumbled')
(10, u'1ki815')
(10, u'playersas')
(10, u'elishaphat')
(10, u'comagene')
(10, u'paweth')
(10, u'contentless')
(10, u'carver')
(10, u'nahamani')
(10, u'parvaim')
(10, u'2ki1311')
(10, u'skyaspiring')
(10, u'antonybut')
(10, u'aphiah')
(10, u'benefited')
(10, u'godsthey')
(10, u'1ki25')
(10, u'packhorses')
(10, u'1cor719')
(10, u'1ki921')
(10, u'loading')
(10, u'1tim120')
(10, u'eanlings')
(10, u"polixenes'twas")
(10, u'triumvirate')
(10, u'bithron')
(10, u'2cor1011')
(10, u'sardine')
(10, u'2sm410')
(10, u'darking')
(10, u'proposition')
(10, u'1cor99')
(10, u"unclaim'd")
(10, u'zarethshahar')
(10, u'retails')
(10, u"decius'")
(10, u'undeaf')
(10, u'1sm1518')
(10, u'1sm1312')
(10, u'opposest')
(10, u'scoffers')
(10, u'1ki1213')
(10, u'2ki133')
(10, u'1sm2520')
(10, u'dibri')
(10, u'illgot')
(10, u'2sm616')
(10, u'2chr175')
(10, u'vantbrace')
(10, u'2ki1513')
(10, u'waterflowing')
(10, u'appris')
(10, u'2ki829')
(10, u'2ki627')
(10, u'noyes')
(10, u'version')
(10, u'shrives')
(10, u'fardingales')
(10, u"peril'")
(10, u'gnaws')
(10, u'muli')
(10, u"bethump'd")
(10, u'ishui')
(10, u"care'")
(10, u'meeta')
(10, u'1ki2241')
(10, u'ishma')
(10, u'onwards')
(10, u'humoured')
(10, u'judgmentif')
(10, u'hourwast')
(10, u"other'")
(10, u'throca')
(10, u'blasphemest')
(10, u'menaces')
(10, u'mori')
(10, u'brinded')
(10, u"devilishis't")
(10, u'1ki316')
(10, u'1chr316')
(10, u'bethlebaoth')
(10, u'godded')
(10, u'hashabnah')
(10, u'ethni')
(10, u'1jn217')
(10, u'2sm238')
(10, u'dumbdiscoursive')
(10, u'yoursand')
(10, u'chalcol')
(10, u'2sm146')
(10, u"heap'st")
(10, u'1chr87')
(10, u'2cor411')
(10, u'1sm1011')
(10, u'2sm524')
(10, u'burier')
(10, u'cornfield')
(10, u'1ki240')
(10, u'bemock')
(10, u'1tim48')
(10, u"jack'nape")
(10, u"coy'd")
(10, u'zephath')
(10, u'leese')
(10, u'fetlock')
(10, u'1ki2043')
(10, u'2sm2329')
(10, u"tinker's")
(10, u'1cor11')
(10, u'2sm182')
(10, u'masker')
(10, u'1chr1525')
(10, u'2sm322')
(10, u'1ki36')
(10, u'uncase')
(10, u'wildcats')
(10, u'thatfrom')
(10, u'porpus')
(10, u'stupid')
(10, u'lydians')
(10, u'2tim23')
(10, u'frayed')
(10, u'shred')
(10, u'newtransformed')
(10, u'1pet112')
(10, u'millsixpences')
(10, u'portotartarosa')
(10, u'everyone')
(10, u'homam')
(10, u"inferr'd'")
(10, u'1sm1819')
(10, u"emperial's")
(10, u'shuddering')
(10, u'montacute')
(10, u'1th29')
(10, u'enjoineth')
(10, u'unskilfully')
(10, u'1sm1613')
(10, u'candlewasters')
(10, u'2cor43')
(10, u'epicureans')
(10, u'1ki420')
(10, u'hyrcania')
(10, u'parmenas')
(10, u'haahashtari')
(10, u'selfmettle')
(10, u'prevailest')
(10, u'unresolved')
(10, u'sabtecha')
(10, u'2ki106')
(10, u'impressest')
(10, u"confession's")
(10, u'2sm2026')
(10, u'gravemakers')
(10, u'mediterraneum')
(10, u'yedward')
(10, u'corpulent')
(10, u'surveyest')
(10, u'staggered')
(10, u'sacked')
(10, u'1ki323')
(10, u'1chr824')
(10, u'2chr1410')
(10, u"shelter'd")
(10, u'getter')
(10, u'2sm201')
(10, u'decided')
(10, u'casing')
(10, u'hashbadana')
(10, u'nurselike')
(10, u'2ki17')
(10, u'berhyme')
(10, u'2chr73')
(10, u"did't")
(10, u'nailing')
(10, u"fork'd")
(10, u'2sm1221')
(10, u'1ki1024')
(10, u'unshout')
(10, u'honeybees')
(10, u'1jn21')
(10, u'crestwounding')
(10, u'1cor1528')
(10, u'northumberlands')
(10, u'awakens')
(10, u'sanctities')
(10, u'2sm173')
(10, u'1ki631')
(10, u'prescribing')
(10, u'untruth')
(10, u'forebemoaned')
(10, u'1sm1723')
(10, u'immediacy')
(10, u'registers')
(10, u'udge')
(10, u"unscissor'd")
(10, u'implead')
(10, u'1ki1330')
(10, u'1ki1525')
(10, u'bangor')
(10, u'1sm2010')
(10, u'yorick')
(10, u'appendix')
(10, u'newwaxen')
(10, u'hailed')
(10, u"lecher's")
(10, u'threesuited')
(10, u'2ki2220')
(10, u'2chr1119')
(10, u"thine'")
(10, u'jills')
(10, u"flower's")
(10, u'2sm2116')
(10, u'dissembleth')
(10, u"unrip'dst")
(10, u'2chr926')
(10, u'1ki419')
(10, u'pissingconduit')
(10, u'sorting')
(10, u'shamma')
(10, u'churlishly')
(10, u'franceo')
(10, u'1chr1510')
(10, u'sethur')
(10, u'2sm331')
(10, u'honourablethey')
(10, u'arouse')
(10, u'1cor162')
(10, u'goldbound')
(10, u"wood's")
(10, u"mar'")
(10, u'performer')
(10, u'plaguing')
(10, u'hardening')
(10, u'2ki252')
(10, u'burnished')
(10, u'1sm2818')
(10, u'1sm194')
(10, u'1sm613')
(10, u'carvedbone')
(10, u'thresher')
(10, u'2cor76')
(10, u'whored')
(10, u'1sm2115')
(10, u'2ki71')
(10, u'thisdesdemona')
(10, u'oddest')
(10, u'baalshalisha')
(10, u'hungerstarved')
(10, u'firework')
(10, u'starings')
(10, u'bareboned')
(10, u'ignis')
(10, u'bight')
(10, u'anglish')
(10, u'1chr1716')
(10, u'1chr2814')
(10, u'eliadah')
(10, u'owing')
(10, u'imparteth')
(10, u'geminy')
(10, u'ithra')
(10, u'providently')
(10, u'woundless')
(10, u'barrenly')
(10, u"banishment'")
(10, u'cavaleros')
(10, u'wailful')
(10, u"contemned'st")
(10, u"disposer's")
(10, u'unspoken')
(10, u'levels')
(10, u'disputes')
(10, u'fells')
(10, u'1cor1432')
(10, u'fellowstudent')
(10, u'2chr46')
(10, u'yougod')
(10, u'dalphon')
(10, u'1chr679')
(10, u'suah')
(10, u'drummer')
(10, u'ahanging')
(10, u'1jn32')
(10, u'impairing')
(10, u'1jn521')
(10, u'paucas')
(10, u'cheating')
(10, u'pressing')
(10, u'feater')
(10, u"o'erhear")
(10, u'1cor733')
(10, u'2chr368')
(10, u'shilhim')
(10, u'mattera')
(10, u'busses')
(10, u'1sm1730')
(10, u'outvenoms')
(10, u'2chr188')
(10, u"part's")
(10, u'pilfering')
(10, u'lapidoth')
(10, u'eternized')
(10, u'2cor910')
(10, u"cynthia's")
(10, u'sigha')
(10, u'wallowing')
(10, u'cons')
(10, u'1sm208')
(10, u'maison')
(10, u'1ki859')
(10, u'2chr283')
(10, u'springes')
(10, u'shamefaced')
(10, u'costlier')
(10, u'fingerend')
(10, u'1ki2025')
(10, u'insisture')
(10, u'1sm914')
(10, u'1chr2919')
(10, u'merriness')
(10, u'intrinsicate')
(10, u'lusting')
(10, u'dudgeon')
(10, u'1cor157')
(10, u"mahlon's")
(10, u'extenuation')
(10, u'drinko')
(10, u'1sm1745')
(10, u'stanzo')
(10, u'savagesas')
(10, u'knighthoods')
(10, u'sephar')
(10, u'prettiness')
(10, u'farrow')
(10, u'2chr55')
(10, u'coops')
(10, u"transferr'd")
(10, u'2chr91')
(10, u"grimlook'd")
(10, u'2sm1931')
(10, u'slake')
(10, u"seaswallow'd")
(10, u'2chr412')
(10, u'browny')
(10, u'verite')
(10, u'bepainted')
(10, u'2cor65')
(10, u"relinquish'd")
(10, u'strikers')
(10, u"butterwomen's")
(10, u'1chr208')
(10, u'2cor815')
(10, u'2ki62')
(10, u'remeth')
(10, u"carver's")
(10, u'denunciation')
(10, u'2ki1935')
(10, u'atarothaddar')
(10, u'frieze')
(10, u'eggshells')
(10, u"whet'st")
(10, u"he'")
(10, u'1ki98')
(10, u'wire')
(10, u'cotes')
(10, u'goodthe')
(10, u"m'enseignez")
(10, u'1ki176')
(10, u'baptizest')
(10, u'godheads')
(10, u'bodged')
(10, u'windchanging')
(10, u'viledrawing')
(10, u'2sm66')
(10, u'1cor614')
(10, u'scanter')
(10, u'tevil')
(10, u'1ki1121')
(10, u'murk')
(10, u'asat')
(10, u'calvary')
(10, u'3jn112')
(10, u'physiognomy')
(10, u'1chr653')
(10, u'holddoor')
(10, u'pointdevice')
(10, u'seanymphs')
(10, u'1jn47')
(10, u'1ki1428')
(10, u'flamens')
(10, u'impostors')
(10, u'misham')
(10, u'contenting')
(10, u'1sm29')
(10, u'2chr2613')
(10, u'pageand')
(10, u'hasrah')
(10, u'cedron')
(10, u'1cor720')
(10, u'sharar')
(10, u'resisting')
(10, u'feelingpainful')
(10, u'cretan')
(10, u'mousehunt')
(10, u'insurrections')
(10, u'pulpiter')
(10, u'2chr254')
(10, u'1chr1226')
(10, u'nicopolis')
(10, u'zo')
(10, u'beerelim')
(10, u'trenching')
(10, u'unhatched')
(10, u'2ki511')
(10, u'peradventures')
(10, u'1ki235')
(10, u'2ki810')
(10, u'gibe')
(10, u'drily')
(10, u"requicken'd")
(10, u"potion's")
(10, u'2chr2929')
(10, u"lock'dup")
(10, u'2sm1926')
(10, u'overthrows')
(10, u'1sm147')
(10, u'1sm1222')
(10, u'deepsore')
(10, u'unswayable')
(10, u'keepdown')
(10, u'queeno')
(10, u'wholesomest')
(10, u'permanent')
(10, u'fouled')
(10, u'1sm1820')
(10, u"perform't")
(10, u'bohemiantartar')
(10, u'nevero')
(10, u'beseeched')
(10, u'2sm1711')
(10, u'schoolmaids')
(10, u'spavins')
(10, u'reserves')
(10, u'boscath')
(10, u'holborn')
(10, u'noblestminded')
(10, u"cut'")
(10, u'2ki2314')
(10, u'landrats')
(10, u'itas')
(10, u'thirtythree')
(10, u'italians')
(10, u'congregate')
(10, u'borderers')
(10, u'2ki414')
(10, u'unlooked')
(10, u'1ki165')
(10, u'engrossing')
(10, u"proteus'")
(10, u"gait'")
(10, u'empiricutic')
(10, u'vouched')
(10, u'uncurbable')
(10, u'2chr2819')
(10, u'appeals')
(10, u'traversed')
(10, u'1cor1418')
(10, u'laquais')
(10, u'proviso')
(10, u'2ki1423')
(10, u'backwards')
(10, u'merodach')
(10, u'timeo')
(10, u'1ki1622')
(10, u'jesusoft')
(10, u'bemoaning')
(10, u'chamberi')
(10, u'2chr302')
(10, u'donebefore')
(10, u'wharf')
(10, u'sabtah')
(10, u'1chr198')
(10, u'repayed')
(10, u'carded')
(10, u'pocketing')
(10, u'contestation')
(10, u'motionless')
(10, u'pudens')
(10, u'1ki2128')
(10, u"people'")
(10, u'1cor913')
(10, u"shoulder'd")
(10, u'nemuelites')
(10, u'1chr1231')
(10, u'caelius')
(10, u'illdisposed')
(10, u'starveth')
(10, u'2sm623')
(10, u'entreating')
(10, u'2chr3113')
(10, u'horite')
(10, u'beseemeth')
(10, u'cellar')
(10, u'2sm911')
(10, u'jaunt')
(10, u'2chr1014')
(10, u'dialogued')
(10, u'humtah')
(10, u'diblath')
(10, u'yokefellows')
(10, u'complotted')
(10, u'boarish')
(10, u'deepdrenched')
(10, u'perdie')
(10, u'breeze')
(10, u'leaner')
(10, u'1ki1411')
(10, u'mithridates')
(10, u'inexecrable')
(10, u'1chr2713')
(10, u'2chr351')
(10, u'cuckoldmad')
(10, u'deedachieving')
(10, u'2ki924')
(10, u'1ki1712')
(10, u'obstinately')
(10, u'conned')
(10, u"thatch'd")
(10, u'2chr272')
(10, u'meanlaughs')
(10, u'hellblack')
(10, u'underwrit')
(10, u'outsells')
(10, u'2ki1618')
(10, u'aer')
(10, u'scurril')
(10, u"tailor'syard")
(10, u'moors')
(10, u"seed's")
(10, u'honeydew')
(10, u'1ki860')
(10, u"kill'd'")
(10, u'revolutions')
(10, u'sunbright')
(10, u'whereinsoever')
(10, u'depender')
(10, u'1sm301')
(10, u'ahban')
(10, u'lewdtongued')
(10, u'cxii')
(10, u'2sm120')
(10, u'2sm1218')
(10, u'2sm713')
(10, u"crimson'd")
(10, u'1jn58')
(10, u'2ki630')
(10, u'2cor1217')
(10, u'2sm814')
(10, u'regular')
(10, u'1jn518')
(10, u'2tim211')
(10, u'jakes')
(10, u'convive')
(10, u'dombledon')
(10, u'attainture')
(10, u'calydon')
(10, u'xlvi')
(10, u"own'")
(10, u'strossers')
(10, u'constantinople')
(10, u'angleterre')
(10, u'smatter')
(10, u'1chr293')
(10, u'2ki241')
(10, u'arises')
(10, u'1chr419')
(10, u'2chr221')
(10, u'latedisturbed')
(10, u'rusted')
(10, u'1chr640')
(10, u'misguide')
(10, u"ha's")
(10, u"verily'")
(10, u'particularise')
(10, u'fruittree')
(10, u'1ki1617')
(10, u'witsnapper')
(10, u"tithe's")
(10, u'discerns')
(10, u'skyish')
(10, u'unbegot')
(10, u'hearings')
(10, u'unaccustomed')
(10, u'restoration')
(10, u'figleaves')
(10, u'1chr1415')
(10, u'2chr337')
(10, u'hodiah')
(10, u'hearkenedst')
(10, u"daub'd")
(10, u'sheathes')
(10, u'keels')
(10, u'invoked')
(10, u'carriest')
(10, u'2ki1117')
(10, u'countermands')
(10, u'eftest')
(10, u"unseal'd")
(10, u'champains')
(10, u'2chr2914')
(10, u'worstedstocking')
(10, u'weederout')
(10, u'reaper')
(10, u'entertainments')
